,latBin,lonBin,updated_type,updated_subtype,counts
4343,41.82,-87.73,Hazard,On road pot hole,295
9314,41.96,-87.75,Road_closed,Unclassified,294
9492,41.96,-87.66,Jam,Heavy traffic,293
6043,41.87,-87.67,Jam,Unclassified,291
3392,41.79,-87.75,Jam,Heavy traffic,291
105,41.65,-87.59,Jam,Heavy traffic,288
6799,41.89,-87.62,Accident,Unclassified,286
5664,41.86,-87.65,Hazard,On road object,286
7826,41.92,-87.66,Jam,Heavy traffic,285
533,41.68,-87.61,Jam,Stand still traffic,285
9390,41.96,-87.71000000000001,Jam,Stand still traffic,285
5387,41.85,-87.64,Jam,Stand still traffic,285
927,41.7,-87.60000000000001,Jam,Stand still traffic,284
3879,41.800000000000004,-87.64,Hazard,On road,284
6491,41.88,-87.62,Jam,Unclassified,284
7828,41.92,-87.66,Jam,Stand still traffic,284
9265,41.96,-87.76,Hazard,On road,284
6679,41.89,-87.68,Jam,Heavy traffic,283
5090,41.84,-87.64,Hazard,On road pot hole,283
9367,41.96,-87.72,Jam,Heavy traffic,282
7745,41.92,-87.69,Hazard,On road,282
6764,41.89,-87.64,Hazard,On shoulder car stopped,282
6453,41.88,-87.63,Hazard,On road construction,280
8981,41.95,-87.72,Jam,Stand still traffic,280
4664,41.83,-87.71000000000001,Jam,Heavy traffic,279
9896,41.97,-87.7,Jam,Stand still traffic,276
7147,41.9,-87.63,Hazard,On road pot hole,275
8922,41.95,-87.74,Hazard,On road construction,275
6024,41.87,-87.67,Hazard,On road,275
1099,41.71,-87.63,Jam,Unclassified,274
10748,41.99,-87.72,Jam,Stand still traffic,273
9407,41.96,-87.7,Jam,Stand still traffic,273
9054,41.95,-87.68,Jam,Stand still traffic,273
9292,41.96,-87.75,Accident,Unclassified,271
7158,41.9,-87.63,Jam,Unclassified,270
7418,41.910000000000004,-87.67,Hazard,On road construction,268
3354,41.79,-87.77,Jam,Stand still traffic,268
6800,41.89,-87.62,Hazard,On road,267
8488,41.94,-87.74,Jam,Heavy traffic,265
9033,41.95,-87.69,Jam,Heavy traffic,265
3546,41.79,-87.64,Hazard,On road,265
4380,41.82,-87.72,Jam,Unclassified,263
1918,41.74,-87.58,Hazard,On shoulder car stopped,263
3142,41.78,-87.64,Hazard,On road,263
8738,41.95,-87.89,Hazard,On shoulder car stopped,262
4401,41.82,-87.71000000000001,Jam,Stand still traffic,261
7496,41.910000000000004,-87.64,Jam,Stand still traffic,260
5051,41.84,-87.66,Jam,Unclassified,259
7134,41.9,-87.64,Jam,Stand still traffic,259
5057,41.84,-87.65,Hazard,On road,259
8107,41.93,-87.73,Jam,Heavy traffic,258
6659,41.89,-87.69,Jam,Heavy traffic,258
8920,41.95,-87.74,Hazard,On road,258
2128,41.75,-87.63,Jam,Unclassified,258
10834,41.99,-87.68,Jam,Unclassified,257
9016,41.95,-87.7,Jam,Stand still traffic,257
8130,41.93,-87.72,Jam,Unclassified,256
7494,41.910000000000004,-87.64,Jam,Heavy traffic,256
10460,41.980000000000004,-87.67,Jam,Unclassified,256
2789,41.77,-87.64,Jam,Heavy traffic,255
6138,41.87,-87.63,Jam,Unclassified,255
1304,41.72,-87.63,Jam,Unclassified,255
5875,41.87,-87.74,Jam,Unclassified,254
10819,41.99,-87.68,Hazard,On road construction,254
9450,41.96,-87.68,Jam,Heavy traffic,254
4799,41.83,-87.64,Accident,Unclassified,250
1562,41.730000000000004,-87.63,Jam,Unclassified,250
6444,41.88,-87.64,Jam,Unclassified,250
6070,41.87,-87.65,Accident,Major,249
91,41.65,-87.59,Hazard,On road,248
6796,41.89,-87.63,Road_closed,Unclassified,248
8109,41.93,-87.73,Jam,Stand still traffic,247
2446,41.76,-87.61,Road_closed,Unclassified,247
4542,41.82,-87.63,Hazard,On shoulder car stopped,247
6432,41.88,-87.64,Hazard,On road construction,246
7810,41.92,-87.67,Jam,Unclassified,246
5127,41.84,-87.63,Jam,Unclassified,246
4528,41.82,-87.64,Jam,Unclassified,245
5385,41.85,-87.64,Jam,Heavy traffic,244
7160,41.9,-87.63,Road_closed,Unclassified,244
7508,41.910000000000004,-87.63,Hazard,On road pot hole,244
8676,41.94,-87.65,Jam,Unclassified,244
8160,41.93,-87.7,Hazard,On road,243
9035,41.95,-87.69,Jam,Stand still traffic,243
6001,41.87,-87.68,Hazard,On road construction,242
7049,41.9,-87.68,Jam,Stand still traffic,240
4379,41.82,-87.72,Jam,Stand still traffic,240
7457,41.910000000000004,-87.66,Jam,Unclassified,240
6471,41.88,-87.63,Road_closed,Unclassified,239
9509,41.96,-87.65,Hazard,On shoulder car stopped,239
8519,41.94,-87.72,Hazard,On road,239
4511,41.82,-87.64,Hazard,On road,239
5950,41.87,-87.71000000000001,Jam,Unclassified,238
224,41.660000000000004,-87.60000000000001,Jam,Heavy traffic,238
7140,41.9,-87.63,Accident,Unclassified,238
8518,41.94,-87.72,Accident,Unclassified,237
9967,41.97,-87.66,Hazard,On road construction,237
7744,41.92,-87.69,Accident,Unclassified,237
4361,41.82,-87.72,Hazard,On road,237
5738,41.86,-87.62,Jam,Unclassified,237
8221,41.93,-87.68,Jam,Unclassified,236
11064,42.0,-87.67,Jam,Heavy traffic,236
8557,41.94,-87.71000000000001,Jam,Unclassified,236
3878,41.800000000000004,-87.64,Accident,Unclassified,236
5999,41.87,-87.68,Hazard,On road,235
9122,41.95,-87.65,Jam,Unclassified,235
9264,41.96,-87.76,Accident,Unclassified,235
10511,41.99,-87.89,Hazard,On shoulder car stopped,234
3897,41.800000000000004,-87.64,Jam,Unclassified,234
5714,41.86,-87.63,Jam,Heavy traffic,233
1138,41.71,-87.61,Jam,Stand still traffic,233
9778,41.97,-87.75,Hazard,On road,233
4330,41.82,-87.74,Jam,Heavy traffic,232
6458,41.88,-87.63,Hazard,On shoulder car stopped,232
6358,41.88,-87.68,Road_closed,Unclassified,232
1853,41.74,-87.63,Jam,Unclassified,230
8914,41.95,-87.75,Jam,Unclassified,230
6144,41.87,-87.62,Accident,Unclassified,229
6130,41.87,-87.63,Hazard,On shoulder car stopped,229
4021,41.81,-87.75,Hazard,On road,228
4576,41.82,-87.61,Hazard,On shoulder car stopped,228
6475,41.88,-87.62,Hazard,On road,228
9299,41.96,-87.75,Hazard,On road pot hole,227
10811,41.99,-87.69,Jam,Stand still traffic,226
5778,41.87,-87.78,Jam,Unclassified,226
2405,41.76,-87.63,Jam,Unclassified,225
5062,41.84,-87.65,Hazard,On road object,225
9773,41.97,-87.76,Jam,Unclassified,225
3545,41.79,-87.64,Accident,Unclassified,225
8240,41.93,-87.67,Jam,Unclassified,225
7740,41.92,-87.7,Jam,Unclassified,224
6756,41.89,-87.64,Hazard,On road,224
10167,41.980000000000004,-87.82000000000001,Hazard,Unclassified,223
6619,41.89,-87.71000000000001,Jam,Heavy traffic,223
9958,41.97,-87.67,Jam,Stand still traffic,223
7888,41.92,-87.63,Hazard,On shoulder car stopped,223
3563,41.79,-87.64,Jam,Unclassified,222
10181,41.980000000000004,-87.81,Hazard,On road construction,222
8650,41.94,-87.66,Jam,Heavy traffic,222
10649,41.99,-87.77,Jam,Unclassified,222
4402,41.82,-87.71000000000001,Jam,Unclassified,222
5594,41.86,-87.69,Jam,Stand still traffic,221
6162,41.87,-87.62,Road_closed,Unclassified,221
7047,41.9,-87.68,Jam,Heavy traffic,220
4761,41.83,-87.67,Jam,Unclassified,220
4051,41.81,-87.74,Hazard,On road pot hole,220
8301,41.93,-87.64,Jam,Unclassified,220
8610,41.94,-87.68,Jam,Stand still traffic,220
6661,41.89,-87.69,Jam,Stand still traffic,220
1120,41.71,-87.62,Jam,Unclassified,220
7061,41.9,-87.67,Hazard,On road object,219
6407,41.88,-87.65,Hazard,On road object,219
4061,41.81,-87.74,Jam,Unclassified,218
8256,41.93,-87.66,Jam,Heavy traffic,218
8135,41.93,-87.71000000000001,Hazard,On road,218
10324,41.980000000000004,-87.75,Jam,Unclassified,218
7851,41.92,-87.65,Jam,Unclassified,218
6379,41.88,-87.67,Road_closed,Unclassified,218
10228,41.980000000000004,-87.79,Hazard,On road construction,217
10104,41.980000000000004,-87.85000000000001,Jam,Heavy traffic,216
5900,41.87,-87.73,Jam,Unclassified,216
10468,41.980000000000004,-87.66,Hazard,On road,215
9482,41.96,-87.66,Hazard,On road construction,215
7875,41.92,-87.64,Jam,Unclassified,215
9973,41.97,-87.66,Hazard,On shoulder car stopped,215
6101,41.87,-87.64,Hazard,On road construction,214
1056,41.71,-87.65,Jam,Heavy traffic,213
6048,41.87,-87.66,Accident,Unclassified,213
8525,41.94,-87.72,Hazard,On road object,213
9094,41.95,-87.66,Jam,Heavy traffic,212
4439,41.82,-87.69,Jam,Heavy traffic,212
10852,41.99,-87.67,Jam,Heavy traffic,211
4197,41.81,-87.64,Hazard,On road,211
6715,41.89,-87.66,Hazard,On road object,210
4196,41.81,-87.64,Accident,Unclassified,210
1543,41.730000000000004,-87.63,Hazard,On road,209
6023,41.87,-87.67,Accident,Unclassified,209
5056,41.84,-87.65,Accident,Unclassified,209
2418,41.76,-87.62,Hazard,On shoulder car stopped,207
5028,41.84,-87.67,Jam,Stand still traffic,207
6018,41.87,-87.68,Jam,Unclassified,207
9777,41.97,-87.75,Accident,Unclassified,206
5857,41.87,-87.74,Hazard,On road,206
6340,41.88,-87.69,Road_closed,Unclassified,206
10868,41.99,-87.66,Hazard,On shoulder car stopped,206
5606,41.86,-87.68,Hazard,On road pot hole,205
5851,41.87,-87.75,Jam,Unclassified,205
2797,41.77,-87.63,Hazard,On road,205
9565,41.97,-87.89,Hazard,On shoulder car stopped,205
9708,41.97,-87.78,Accident,Unclassified,204
7025,41.9,-87.69,Jam,Heavy traffic,203
8693,41.94,-87.64,Jam,Heavy traffic,203
5978,41.87,-87.69,Hazard,On road,202
339,41.67,-87.61,Jam,Heavy traffic,202
5661,41.86,-87.65,Hazard,On road emergency vehicle,202
23,41.64,-87.58,Hazard,On shoulder car stopped,202
6261,41.88,-87.73,Jam,Heavy traffic,202
9452,41.96,-87.68,Jam,Stand still traffic,202
6115,41.87,-87.64,Jam,Unclassified,202
8996,41.95,-87.71000000000001,Jam,Heavy traffic,201
7097,41.9,-87.66,Jam,Unclassified,201
4802,41.83,-87.64,Hazard,On road construction,201
2190,41.75,-87.59,Hazard,On shoulder car stopped,200
5984,41.87,-87.69,Hazard,On road pot hole,200
8574,41.94,-87.7,Jam,Stand still traffic,200
10629,41.99,-87.78,Jam,Stand still traffic,199
8695,41.94,-87.64,Jam,Stand still traffic,198
3141,41.78,-87.64,Accident,Unclassified,198
2816,41.77,-87.63,Jam,Unclassified,198
5925,41.87,-87.72,Jam,Unclassified,197
7747,41.92,-87.69,Hazard,On road construction,196
9733,41.97,-87.77,Hazard,On road,196
1157,41.71,-87.60000000000001,Jam,Stand still traffic,196
6621,41.89,-87.71000000000001,Jam,Stand still traffic,196
8162,41.93,-87.7,Hazard,On road construction,196
5993,41.87,-87.69,Jam,Unclassified,195
8546,41.94,-87.71000000000001,Hazard,On road emergency vehicle,195
2829,41.77,-87.62,Hazard,On shoulder car stopped,195
2109,41.75,-87.63,Hazard,On road,195
10226,41.980000000000004,-87.79,Hazard,On road,194
4717,41.83,-87.68,Hazard,On road,193
9369,41.96,-87.72,Jam,Stand still traffic,193
5980,41.87,-87.69,Hazard,On road construction,193
5782,41.87,-87.77,Accident,Unclassified,193
11020,42.0,-87.69,Jam,Heavy traffic,192
4689,41.83,-87.7,Jam,Unclassified,192
1286,41.72,-87.63,Hazard,On road,192
4337,41.82,-87.73,Hazard,On road,192
6681,41.89,-87.68,Jam,Stand still traffic,191
9709,41.97,-87.78,Hazard,On road,191
9837,41.97,-87.73,Jam,Heavy traffic,191
6099,41.87,-87.64,Hazard,On road,191
6067,41.87,-87.66,Jam,Unclassified,190
4213,41.81,-87.64,Jam,Unclassified,189
4711,41.83,-87.69,Jam,Unclassified,189
3161,41.78,-87.64,Jam,Unclassified,189
3352,41.79,-87.77,Jam,Heavy traffic,189
5881,41.87,-87.73,Hazard,On road,189
1139,41.71,-87.61,Jam,Unclassified,188
8134,41.93,-87.71000000000001,Accident,Unclassified,188
4736,41.83,-87.68,Jam,Unclassified,187
752,41.69,-87.60000000000001,Jam,Unclassified,187
2384,41.76,-87.63,Hazard,On road,187
7365,41.910000000000004,-87.7,Jam,Stand still traffic,187
10225,41.980000000000004,-87.79,Accident,Unclassified,186
8200,41.93,-87.69,Jam,Unclassified,185
9076,41.95,-87.67,Jam,Unclassified,185
6430,41.88,-87.64,Hazard,On road,185
546,41.68,-87.60000000000001,Hazard,On shoulder car stopped,184
10151,41.980000000000004,-87.83,Jam,Unclassified,184
10770,41.99,-87.71000000000001,Jam,Unclassified,183
7769,41.92,-87.68,Hazard,On road,183
928,41.7,-87.60000000000001,Jam,Unclassified,183
10202,41.980000000000004,-87.8,Accident,Unclassified,182
6703,41.89,-87.67,Jam,Unclassified,182
4678,41.83,-87.7,Hazard,On road pot hole,182
4231,41.81,-87.63,Jam,Stand still traffic,182
3383,41.79,-87.75,Hazard,On road pot hole,181
5856,41.87,-87.74,Accident,Unclassified,180
208,41.660000000000004,-87.60000000000001,Hazard,On road,180
8159,41.93,-87.7,Accident,Unclassified,180
10394,41.980000000000004,-87.7,Hazard,On road construction,180
6899,41.9,-87.76,Jam,Heavy traffic,180
6732,41.89,-87.65,Accident,Unclassified,179
2383,41.76,-87.63,Accident,Unclassified,179
8097,41.93,-87.73,Hazard,On road construction,179
9702,41.97,-87.79,Jam,Heavy traffic,179
6354,41.88,-87.68,Jam,Stand still traffic,179
6408,41.88,-87.65,Hazard,On road pot hole,178
6145,41.87,-87.62,Hazard,On road,178
6780,41.89,-87.63,Hazard,On road construction,178
5033,41.84,-87.66,Hazard,On road,178
1081,41.71,-87.63,Hazard,On road,177
6758,41.89,-87.64,Hazard,On road construction,177
6740,41.89,-87.65,Hazard,On road pot hole,177
4020,41.81,-87.75,Accident,Unclassified,177
6263,41.88,-87.73,Jam,Stand still traffic,176
6122,41.87,-87.63,Hazard,On road,176
2933,41.78,-87.81,Jam,Heavy traffic,176
7422,41.910000000000004,-87.67,Hazard,On road object,176
734,41.69,-87.60000000000001,Hazard,On road,176
4072,41.81,-87.73,Hazard,On road pot hole,175
3886,41.800000000000004,-87.64,Hazard,On road pot hole,175
5827,41.87,-87.76,Jam,Unclassified,175
9495,41.96,-87.66,Jam,Unclassified,175
11042,42.0,-87.68,Jam,Heavy traffic,174
8619,41.94,-87.67,Hazard,On road construction,173
5665,41.86,-87.65,Hazard,On road pot hole,173
6049,41.87,-87.66,Hazard,On road,173
5345,41.85,-87.65,Accident,Major,173
5880,41.87,-87.73,Accident,Unclassified,173
9732,41.97,-87.77,Accident,Unclassified,173
4823,41.83,-87.64,Road_closed,Unclassified,173
7719,41.92,-87.71000000000001,Road_closed,Unclassified,173
8719,41.95,-87.9,Hazard,On shoulder car stopped,173
9861,41.97,-87.72,Jam,Unclassified,172
5998,41.87,-87.68,Accident,Unclassified,172
9704,41.97,-87.79,Jam,Stand still traffic,171
4027,41.81,-87.75,Hazard,On road object,171
8121,41.93,-87.72,Hazard,On road pot hole,171
5655,41.86,-87.65,Accident,Major,170
7447,41.910000000000004,-87.66,Hazard,On road pot hole,170
5320,41.85,-87.67,Jam,Heavy traffic,170
6733,41.89,-87.65,Hazard,On road,170
4366,41.82,-87.72,Hazard,On road object,169
5832,41.87,-87.75,Hazard,On road,169
10568,41.99,-87.81,Jam,Stand still traffic,169
4666,41.83,-87.71000000000001,Jam,Stand still traffic,168
10566,41.99,-87.81,Jam,Heavy traffic,168
3258,41.78,-87.58,Hazard,On shoulder car stopped,167
6147,41.87,-87.62,Hazard,On road construction,167
96,41.65,-87.59,Hazard,On road object,167
7539,41.92,-87.81,Jam,Stand still traffic,167
8284,41.93,-87.64,Hazard,On road,167
7610,41.92,-87.77,Jam,Heavy traffic,166
5416,41.85,-87.62,Hazard,On road,166
7057,41.9,-87.67,Hazard,On road construction,166
7392,41.910000000000004,-87.68,Hazard,On road,166
8944,41.95,-87.73,Hazard,On road,166
8232,41.93,-87.67,Hazard,On road pot hole,166
8919,41.95,-87.74,Accident,Unclassified,166
5722,41.86,-87.62,Accident,Unclassified,165
6334,41.88,-87.69,Jam,Heavy traffic,165
5296,41.85,-87.68,Hazard,On road pot hole,165
3713,41.800000000000004,-87.75,Jam,Stand still traffic,165
10749,41.99,-87.72,Jam,Unclassified,165
8550,41.94,-87.71000000000001,Hazard,On shoulder car stopped,165
6494,41.88,-87.62,Road_closed,Unclassified,165
6936,41.9,-87.74,Jam,Heavy traffic,164
7146,41.9,-87.63,Hazard,On road object,164
4900,41.84,-87.74,Jam,Heavy traffic,164
10300,41.980000000000004,-87.76,Jam,Unclassified,163
5270,41.85,-87.7,Road_closed,Unclassified,163
4701,41.83,-87.69,Hazard,On road pot hole,163
7116,41.9,-87.65,Jam,Unclassified,163
5973,41.87,-87.7,Jam,Unclassified,162
5807,41.87,-87.76,Hazard,On road,162
3385,41.79,-87.75,Hazard,On shoulder car stopped,162
1838,41.74,-87.63,Hazard,On road,162
10402,41.980000000000004,-87.7,Jam,Heavy traffic,162
5723,41.86,-87.62,Hazard,On road,162
11133,42.01,-87.71000000000001,Jam,Heavy traffic,162
10359,41.980000000000004,-87.72,Hazard,On road pot hole,162
8521,41.94,-87.72,Hazard,On road construction,162
2108,41.75,-87.63,Accident,Unclassified,161
4806,41.83,-87.64,Hazard,On road object,161
6398,41.88,-87.66,Road_closed,Unclassified,161
3395,41.79,-87.75,Jam,Unclassified,161
11168,42.01,-87.69,Jam,Heavy traffic,160
7705,41.92,-87.71000000000001,Hazard,On road construction,160
6394,41.88,-87.66,Jam,Stand still traffic,160
7502,41.910000000000004,-87.63,Accident,Unclassified,160
9474,41.96,-87.67,Jam,Unclassified,160
4078,41.81,-87.73,Jam,Heavy traffic,159
6973,41.9,-87.72,Jam,Heavy traffic,159
8777,41.95,-87.84,Jam,Heavy traffic,159
7503,41.910000000000004,-87.63,Hazard,On road,159
8258,41.93,-87.66,Jam,Stand still traffic,159
5422,41.85,-87.62,Hazard,On road object,158
9916,41.97,-87.69,Jam,Unclassified,158
8141,41.93,-87.71000000000001,Hazard,On road pot hole,158
7363,41.910000000000004,-87.7,Jam,Heavy traffic,158
5109,41.84,-87.63,Hazard,On road,157
9431,41.96,-87.69,Jam,Unclassified,157
7387,41.910000000000004,-87.69,Jam,Unclassified,157
5931,41.87,-87.71000000000001,Hazard,On road,157
9926,41.97,-87.68,Hazard,On road pot hole,156
7751,41.92,-87.69,Hazard,On road object,156
3256,41.78,-87.58,Hazard,On road pot hole,156
103,41.65,-87.59,Hazard,Weather flood,156
6636,41.89,-87.7,Jam,Heavy traffic,156
6353,41.88,-87.68,Jam,Heavy traffic,156
6480,41.88,-87.62,Hazard,On road pot hole,156
3711,41.800000000000004,-87.75,Jam,Heavy traffic,156
1119,41.71,-87.62,Jam,Stand still traffic,156
6706,41.89,-87.66,Accident,Major,156
9298,41.96,-87.75,Hazard,On road object,156
1362,41.72,-87.59,Jam,Stand still traffic,155
7519,41.910000000000004,-87.63,Jam,Unclassified,155
4902,41.84,-87.74,Jam,Stand still traffic,155
9933,41.97,-87.68,Jam,Heavy traffic,155
8662,41.94,-87.65,Hazard,On road construction,154
8925,41.95,-87.74,Hazard,On road object,154
4510,41.82,-87.64,Accident,Unclassified,154
2535,41.77,-87.8,Hazard,On road emergency vehicle,154
5418,41.85,-87.62,Hazard,On road construction,154
1360,41.72,-87.59,Jam,Heavy traffic,154
5725,41.86,-87.62,Hazard,On road construction,153
5831,41.87,-87.75,Accident,Unclassified,153
9353,41.96,-87.73,Jam,Unclassified,153
6918,41.9,-87.75,Jam,Heavy traffic,153
7599,41.92,-87.77,Hazard,On road construction,153
10822,41.99,-87.68,Hazard,On road pot hole,152
5883,41.87,-87.73,Hazard,On road construction,152
3551,41.79,-87.64,Hazard,On road object,152
5322,41.85,-87.67,Jam,Stand still traffic,152
9460,41.96,-87.67,Hazard,On road construction,152
1176,41.71,-87.59,Jam,Stand still traffic,152
8890,41.95,-87.76,Jam,Heavy traffic,151
7085,41.9,-87.66,Hazard,On road construction,151
1052,41.71,-87.65,Hazard,On shoulder car stopped,151
4671,41.83,-87.7,Hazard,On road,151
5032,41.84,-87.66,Accident,Unclassified,150
9572,41.97,-87.89,Jam,Stand still traffic,150
514,41.68,-87.61,Hazard,On road,150
1542,41.730000000000004,-87.63,Accident,Unclassified,150
5933,41.87,-87.71000000000001,Hazard,On road construction,150
10608,41.99,-87.79,Jam,Unclassified,149
4695,41.83,-87.69,Hazard,On road,149
6883,41.9,-87.77,Jam,Heavy traffic,149
8593,41.94,-87.69,Jam,Unclassified,149
1285,41.72,-87.63,Accident,Unclassified,149
3662,41.79,-87.58,Hazard,On shoulder car stopped,149
9105,41.95,-87.65,Hazard,On road construction,147
7135,41.9,-87.64,Jam,Unclassified,147
6913,41.9,-87.75,Hazard,On road pot hole,146
2327,41.76,-87.68,Road_closed,Unclassified,146
5904,41.87,-87.72,Accident,Unclassified,146
10383,41.980000000000004,-87.71000000000001,Jam,Heavy traffic,146
8943,41.95,-87.73,Accident,Unclassified,146
7477,41.910000000000004,-87.65,Jam,Unclassified,145
9463,41.96,-87.67,Hazard,On road pot hole,145
7856,41.92,-87.64,Hazard,On road,145
4342,41.82,-87.73,Hazard,On road object,145
6399,41.88,-87.65,Accident,Major,145
5905,41.87,-87.72,Hazard,On road,144
1174,41.71,-87.59,Jam,Heavy traffic,144
8660,41.94,-87.65,Hazard,On road,144
10875,41.99,-87.66,Jam,Unclassified,144
6774,41.89,-87.64,Road_closed,Unclassified,144
8679,41.94,-87.65,Road_closed,Unclassified,144
534,41.68,-87.61,Jam,Unclassified,143
5437,41.85,-87.62,Jam,Unclassified,143
8277,41.93,-87.65,Jam,Unclassified,143
9844,41.97,-87.73,Road_closed,Unclassified,143
8946,41.95,-87.73,Hazard,On road construction,143
9260,41.96,-87.77,Jam,Unclassified,143
5907,41.87,-87.72,Hazard,On road construction,143
5837,41.87,-87.75,Hazard,On road object,142
6474,41.88,-87.62,Accident,Unclassified,142
1167,41.71,-87.59,Hazard,On road pot hole,142
10129,41.980000000000004,-87.84,Jam,Unclassified,142
108,41.65,-87.59,Jam,Unclassified,142
6755,41.89,-87.64,Accident,Unclassified,142
10191,41.980000000000004,-87.81,Hazard,Unclassified,142
5138,41.84,-87.62,Hazard,On road object,142
8639,41.94,-87.66,Hazard,On road construction,141
7143,41.9,-87.63,Hazard,On road construction,141
5859,41.87,-87.74,Hazard,On road construction,141
6345,41.88,-87.68,Hazard,On road construction,141
1158,41.71,-87.60000000000001,Jam,Unclassified,140
5085,41.84,-87.64,Hazard,On road construction,140
10627,41.99,-87.78,Jam,Heavy traffic,140
6367,41.88,-87.67,Hazard,On road pot hole,140
5806,41.87,-87.76,Accident,Unclassified,140
10106,41.980000000000004,-87.85000000000001,Jam,Stand still traffic,140
3297,41.79,-87.8,Hazard,On shoulder car stopped,140
